	loss	val_loss	learning_rate	epochs	kappa
0	639.4733537125609	652.5828998272235	0.0001	0	0.01
1	637.4967016876313	646.7708646334135	0.0001	1	0.01
2	636.6534131349	645.7741276667668	0.0001	2	0.01
3	636.0005926704554	643.0272780198318	0.0001	3	0.01
4	635.4577456049886	641.5549926757812	0.0001	4	0.01
5	634.9116000511765	641.177983210637	0.0001	5	0.01
6	634.4326682718943	641.6106849083534	0.0001	6	0.01
7	634.0698431494634	642.2060875525841	0.0001	7	0.01
8	633.7648665539699	643.4638296274038	0.0001	8	0.01
9	633.4706768993717	643.0740356445312	0.0001	9	0.01
10	633.2447698465655	643.193373460036	0.0001	10	0.01
11	633.0375921871808	643.5034883939303	0.0001	11	0.01
12	632.7783296888734	644.0709369365985	0.0001	12	0.01
13	632.5434878672105	644.8647179236779	0.0001	13	0.01
14	632.325451604684	644.0786743164062	0.0001	14	0.01
15	632.1710377993461	643.913076547476	0.0001	15	0.01
16	632.0200602422697	642.3510319636418	0.0001	16	0.01
17	631.8882279361471	641.6551936222957	0.0001	17	0.01
18	631.7812748964323	644.2913677509015	0.0001	18	0.01
19	631.6535913177391	648.2847430889423	0.0001	19	0.01
